,Time,Year,Month,Day,Hour,Minute,Second,Seconds_Elapsed,Julian_Date,CH4_ppm,CO2_ppm,CH4_ppm_adjusted,CO2_ppm_adjusted
3510,07/12/2017 14:48:47.648,2017,7,12,14.0,48.0,47.648,1090127.648,2457947.11722,56.5252,6036.76,85.7447545412,1765.34036228
3511,07/12/2017 14:48:48.625,2017,7,12,14.0,48.0,48.625,1090128.625,2457947.11723,56.5602,6044.22,85.7993508351,1767.52190323
3512,07/12/2017 14:48:49.601,2017,7,12,14.0,48.0,49.601,1090129.601,2457947.11724,56.6597,6035.04,85.954560299,1764.83737965
3513,07/12/2017 14:48:50.578,2017,7,12,14.0,48.0,50.578,1090130.578,2457947.11725,56.6928,6026.31,86.006192794,1762.28445037
3514,07/12/2017 14:48:51.555,2017,7,12,14.0,48.0,51.555,1090131.555,2457947.11726,56.8218,6016.92,86.2074191342,1759.53851613
3515,07/12/2017 14:48:52.532,2017,7,12,14.0,48.0,52.532,1090132.532,2457947.11727,56.8457,6013.73,86.2447006034,1758.60565881
3516,07/12/2017 14:48:53.509,2017,7,12,14.0,48.0,53.509,1090133.509,2457947.11729,56.8704,6015.19,86.283229988,1759.03260918
3517,07/12/2017 14:48:54.486,2017,7,12,14.0,48.0,54.486,1090134.486,2457947.1173,56.921,6019.55,86.3621606299,1760.30761166
3518,07/12/2017 14:48:55.463,2017,7,12,14.0,48.0,55.463,1090135.463,2457947.11731,56.9628,6011.72,86.4273642037,1758.01787097
3519,07/12/2017 14:48:56.438,2017,7,12,14.0,48.0,56.438,1090136.438,2457947.11732,56.9654,6008.05,86.4314199284,1756.9446464
3520,07/12/2017 14:48:57.415,2017,7,12,14.0,48.0,57.415,1090137.415,2457947.11733,57.0565,6010.35,86.5735262818,1757.61723945
3521,07/12/2017 14:48:58.392,2017,7,12,14.0,48.0,58.392,1090138.392,2457947.11734,57.0943,6007.79,86.6324902792,1756.86861414
3522,07/12/2017 14:48:59.370,2017,7,12,14.0,48.0,59.37,1090139.37,2457947.11735,57.1161,6002.22,86.6664959707,1755.23976923
3523,07/12/2017 14:49:00.346,2017,7,12,14.0,49.0,0.346,1090140.346,2457947.11737,57.1558,6003.89,86.7284237669,1755.72813027
3524,07/12/2017 14:49:01.322,2017,7,12,14.0,49.0,1.322,1090141.322,2457947.11738,57.1841,6008.62,86.7725687702,1757.11133251
3525,07/12/2017 14:49:02.299,2017,7,12,14.0,49.0,2.299,1090142.299,2457947.11739,57.2586,6007.55,86.8887808814,1756.79843052
3526,07/12/2017 14:49:03.276,2017,7,12,14.0,49.0,3.276,1090143.276,2457947.1174,57.292,6004.74,86.9408813447,1755.97669727
3527,07/12/2017 14:49:04.255,2017,7,12,14.0,49.0,4.255,1090144.255,2457947.11741,57.3451,6001.24,87.0237117219,1754.9531861
3528,07/12/2017 14:49:05.231,2017,7,12,14.0,49.0,5.231,1090145.231,2457947.11742,57.3689,6014.38,87.0608372017,1758.79573945
3529,07/12/2017 14:49:06.208,2017,7,12,14.0,49.0,6.208,1090146.208,2457947.11743,57.4443,6007.37,87.1784532176,1756.7457928
3530,07/12/2017 14:49:07.185,2017,7,12,14.0,49.0,7.185,1090147.185,2457947.11744,57.4728,6005.94,87.2229101997,1756.32761538
3531,07/12/2017 14:49:08.162,2017,7,12,14.0,49.0,8.162,1090148.162,2457947.11746,57.5459,6010.98,87.3369384592,1757.80147146
3532,07/12/2017 14:49:09.138,2017,7,12,14.0,49.0,9.138,1090149.138,2457947.11747,57.5638,6009.35,87.3648605637,1757.32480769
3533,07/12/2017 14:49:10.116,2017,7,12,14.0,49.0,10.116,1090150.116,2457947.11748,57.6046,6007.86,87.4285042434,1756.88908437
3534,07/12/2017 14:49:11.092,2017,7,12,14.0,49.0,11.092,1090151.092,2457947.11749,57.7091,6009.82,87.5915131779,1757.46225062
3535,07/12/2017 14:49:12.070,2017,7,12,14.0,49.0,12.07,1090152.07,2457947.1175,57.6852,6010.71,87.5542317087,1757.72251489
3536,07/12/2017 14:49:13.047,2017,7,12,14.0,49.0,13.047,1090153.047,2457947.11751,57.7634,6014.35,87.6762154281,1758.7869665
3537,07/12/2017 14:49:14.023,2017,7,12,14.0,49.0,14.023,1090154.023,2457947.11752,57.8078,6012.42,87.7454747265,1758.2225732
3538,07/12/2017 14:49:14.999,2017,7,12,14.0,49.0,14.999,1090154.999,2457947.11753,57.8679,6020.29,87.8392243625,1760.52401117
3539,07/12/2017 14:49:15.976,2017,7,12,14.0,49.0,15.976,1090155.976,2457947.11755,57.8277,6016.08,87.7765166193,1759.29287345
3540,07/12/2017 14:49:16.954,2017,7,12,14.0,49.0,16.954,1090156.954,2457947.11756,57.927,6022.46,87.9314141044,1761.15858809
3541,07/12/2017 14:49:17.930,2017,7,12,14.0,49.0,17.93,1090157.93,2457947.11757,57.947,6024.05,87.9626119866,1761.62355459
3542,07/12/2017 14:49:18.908,2017,7,12,14.0,49.0,18.908,1090158.908,2457947.11758,57.9732,6026.28,88.0034812123,1762.27567742
3543,07/12/2017 14:49:19.884,2017,7,12,14.0,49.0,19.884,1090159.884,2457947.11759,57.9954,6026.12,88.0381108615,1762.22888834
3544,07/12/2017 14:49:20.862,2017,7,12,14.0,49.0,20.862,1090160.862,2457947.1176,58.0021,6031.98,88.0485621521,1763.94253846
3545,07/12/2017 14:49:21.839,2017,7,12,14.0,49.0,21.839,1090161.839,2457947.11761,58.025,6031.1,88.0842837272,1763.68519851
3546,07/12/2017 14:49:22.815,2017,7,12,14.0,49.0,22.815,1090162.815,2457947.11763,58.0072,6037.03,88.056517612,1765.41931886
3547,07/12/2017 14:49:23.792,2017,7,12,14.0,49.0,23.792,1090163.792,2457947.11764,58.0217,6046.11,88.0791360766,1768.07459926
3548,07/12/2017 14:49:24.769,2017,7,12,14.0,49.0,24.769,1090164.769,2457947.11765,58.0249,6047.61,88.0841277378,1768.5132469
3549,07/12/2017 14:49:25.746,2017,7,12,14.0,49.0,25.746,1090165.746,2457947.11766,57.9983,6045.54,88.0426345545,1767.90791315
3550,07/12/2017 14:49:26.723,2017,7,12,14.0,49.0,26.723,1090166.723,2457947.11767,58.0229,6055.52,88.0810079496,1770.82638213
3551,07/12/2017 14:49:27.699,2017,7,12,14.0,49.0,27.699,1090167.699,2457947.11768,58.012,6064.63,88.0640051038,1773.49043548
3552,07/12/2017 14:49:28.677,2017,7,12,14.0,49.0,28.677,1090168.677,2457947.11769,57.9724,6057.25,88.002233297,1771.33228908
3553,07/12/2017 14:49:29.654,2017,7,12,14.0,49.0,29.654,1090169.654,2457947.1177,57.9763,6066.98,88.0083168841,1774.17765012
3554,07/12/2017 14:49:30.630,2017,7,12,14.0,49.0,30.63,1090170.63,2457947.11772,58.0126,6067.72,88.0649410402,1774.39404963
3555,07/12/2017 14:49:31.607,2017,7,12,14.0,49.0,31.607,1090171.607,2457947.11773,58.0003,6072.51,88.0457543427,1775.79479777
3556,07/12/2017 14:49:32.585,2017,7,12,14.0,49.0,32.585,1090172.585,2457947.11774,58.0209,6066.61,88.0778881614,1774.06945037
3557,07/12/2017 14:49:33.561,2017,7,12,14.0,49.0,33.561,1090173.561,2457947.11775,57.9571,6081.78,87.9783669171,1778.5056402
3558,07/12/2017 14:49:34.539,2017,7,12,14.0,49.0,34.539,1090174.539,2457947.11776,58.0605,6073.73,88.1396599681,1776.15156452
3559,07/12/2017 14:49:35.516,2017,7,12,14.0,49.0,35.516,1090175.516,2457947.11777,57.9792,6084.16,88.012840577,1779.20162779
3560,07/12/2017 14:49:36.491,2017,7,12,14.0,49.0,36.491,1090176.491,2457947.11778,58.0276,6090.3,88.0883394519,1780.99715881
3561,07/12/2017 14:49:37.470,2017,7,12,14.0,49.0,37.47,1090177.47,2457947.11779,58.0323,6089.89,88.0956709542,1780.87726179
3562,07/12/2017 14:49:38.447,2017,7,12,14.0,49.0,38.447,1090178.447,2457947.11781,57.9971,6089.46,88.0407626815,1780.75151613
3563,07/12/2017 14:49:39.422,2017,7,12,14.0,49.0,39.422,1090179.422,2457947.11782,58.0214,6095.14,88.0786681084,1782.41252854
3564,07/12/2017 14:49:40.401,2017,7,12,14.0,49.0,40.401,1090180.401,2457947.11783,58.0723,6098.47,88.1580667186,1783.3863263
3565,07/12/2017 14:49:41.376,2017,7,12,14.0,49.0,41.376,1090181.376,2457947.11784,58.0439,6097.71,88.1137657259,1783.16407816
3566,07/12/2017 14:49:42.352,2017,7,12,14.0,49.0,42.352,1090182.352,2457947.11785,58.0853,6094.64,88.178345342,1782.26631266
3567,07/12/2017 14:49:43.329,2017,7,12,14.0,49.0,43.329,1090183.329,2457947.11786,58.1302,6103.67,88.2483845876,1784.90697146
3568,07/12/2017 14:49:44.306,2017,7,12,14.0,49.0,44.306,1090184.306,2457947.11787,58.1006,6100.03,88.2022117219,1783.84251985
3569,07/12/2017 14:49:45.282,2017,7,12,14.0,49.0,45.282,1090185.282,2457947.11789,58.1311,6099.63,88.2497884923,1783.72554715
3570,07/12/2017 14:49:46.260,2017,7,12,14.0,49.0,46.26,1090186.26,2457947.1179,58.1544,6107.97,88.286134025,1786.16442804
3571,07/12/2017 14:49:47.236,2017,7,12,14.0,49.0,47.236,1090187.236,2457947.11791,58.1362,6105.54,88.2577439522,1785.45381886
3572,07/12/2017 14:49:48.214,2017,7,12,14.0,49.0,48.214,1090188.214,2457947.11792,58.1592,6101.69,88.2936215167,1784.32795658
3573,07/12/2017 14:49:49.190,2017,7,12,14.0,49.0,49.19,1090189.19,2457947.11793,58.1574,6103.95,88.2908137073,1784.98885236
3574,07/12/2017 14:49:50.167,2017,7,12,14.0,49.0,50.167,1090190.167,2457947.11794,58.1653,6104.52,88.3031368708,1785.15553846
3575,07/12/2017 14:49:51.144,2017,7,12,14.0,49.0,51.144,1090191.144,2457947.11795,58.147,6098.53,88.2745908086,1783.40387221
3576,07/12/2017 14:49:52.121,2017,7,12,14.0,49.0,52.121,1090192.121,2457947.11796,58.1592,6098.4,88.2936215167,1783.36585608
3577,07/12/2017 14:49:53.098,2017,7,12,14.0,49.0,53.098,1090193.098,2457947.11798,58.1974,6094.86,88.3532094717,1782.33064764
3578,07/12/2017 14:49:54.074,2017,7,12,14.0,49.0,54.074,1090194.074,2457947.11799,58.1726,6094.43,88.3145240978,1782.20490199
3579,07/12/2017 14:49:55.053,2017,7,12,14.0,49.0,55.053,1090195.053,2457947.118,58.1963,6093.09,88.3514935882,1781.81304342
3580,07/12/2017 14:49:56.029,2017,7,12,14.0,49.0,56.029,1090196.029,2457947.11801,58.2391,6090.28,88.4182570561,1780.99131017
3581,07/12/2017 14:49:57.007,2017,7,12,14.0,49.0,57.007,1090197.007,2457947.11802,58.2701,6089.23,88.4666137735,1780.68425682
3582,07/12/2017 14:49:57.984,2017,7,12,14.0,49.0,57.984,1090197.984,2457947.11803,58.2103,6086.66,88.3733321058,1779.9327072
3583,07/12/2017 14:49:58.960,2017,7,12,14.0,49.0,58.96,1090198.96,2457947.11804,58.2827,6086.85,88.4862684393,1779.98826923
3584,07/12/2017 14:49:59.936,2017,7,12,14.0,49.0,59.936,1090199.936,2457947.11805,58.3554,6082.77,88.5996727411,1778.79514764
3585,07/12/2017 14:50:00.913,2017,7,12,14.0,50.0,0.913,1090200.913,2457947.11807,58.3298,6079.32,88.5597394519,1777.78625806
3586,07/12/2017 14:50:01.890,2017,7,12,14.0,50.0,1.89,1090201.89,2457947.11808,58.3914,6080.21,88.6558289291,1778.04652233
3587,07/12/2017 14:50:02.867,2017,7,12,14.0,50.0,2.867,1090202.867,2457947.11809,58.4565,6083.95,88.7573780356,1779.14021712
3588,07/12/2017 14:50:03.843,2017,7,12,14.0,50.0,3.843,1090203.843,2457947.1181,58.4628,6075.59,88.7672053685,1776.69548759
3589,07/12/2017 14:50:04.821,2017,7,12,14.0,50.0,4.821,1090204.821,2457947.11811,58.5111,6074.11,88.842548254,1776.26268859
3590,07/12/2017 14:50:05.798,2017,7,12,14.0,50.0,5.798,1090205.798,2457947.11812,58.5197,6078.87,88.8559633433,1777.65466377
3591,07/12/2017 14:50:06.774,2017,7,12,14.0,50.0,6.774,1090206.774,2457947.11813,58.5222,6070.69,88.8598630786,1775.26257196
3592,07/12/2017 14:50:07.752,2017,7,12,14.0,50.0,7.752,1090207.752,2457947.11815,58.5243,6069.11,88.8631388563,1774.80052978
3593,07/12/2017 14:50:08.729,2017,7,12,14.0,50.0,8.729,1090208.729,2457947.11816,58.5798,6063.92,88.9497129794,1773.28280893
3594,07/12/2017 14:50:09.705,2017,7,12,14.0,50.0,9.705,1090209.705,2457947.11817,58.593,6062.27,88.9703035816,1772.80029653
3595,07/12/2017 14:50:10.682,2017,7,12,14.0,50.0,10.682,1090210.682,2457947.11818,58.6218,6057.31,89.015228532,1771.34983499
3596,07/12/2017 14:50:11.658,2017,7,12,14.0,50.0,11.658,1090211.658,2457947.11819,58.6648,6058.35,89.0823039787,1771.65396402
3597,07/12/2017 14:50:12.635,2017,7,12,14.0,50.0,12.635,1090212.635,2457947.1182,58.7013,6054.75,89.1392401137,1770.60120968
3598,07/12/2017 14:50:13.612,2017,7,12,14.0,50.0,13.612,1090213.612,2457947.11821,58.6784,6049.31,89.1035185386,1769.01038089
3599,07/12/2017 14:50:14.590,2017,7,12,14.0,50.0,14.59,1090214.59,2457947.11822,58.7158,6047.85,89.1618585783,1768.58343052
3600,07/12/2017 14:50:15.567,2017,7,12,14.0,50.0,15.567,1090215.567,2457947.11824,58.7433,6048.85,89.2047556663,1768.87586228
3601,07/12/2017 14:50:16.543,2017,7,12,14.0,50.0,16.543,1090216.543,2457947.11825,58.7426,6042.73,89.2036637404,1767.0861799
3602,07/12/2017 14:50:17.520,2017,7,12,14.0,50.0,17.52,1090217.52,2457947.11826,58.7726,6035.45,89.2504605637,1764.95727667
3603,07/12/2017 14:50:18.497,2017,7,12,14.0,50.0,18.497,1090218.497,2457947.11827,58.8256,6039.36,89.3331349516,1766.10068486
3604,07/12/2017 14:50:19.474,2017,7,12,14.0,50.0,19.474,1090219.474,2457947.11828,58.8208,6033.29,89.3256474598,1764.32562407
3605,07/12/2017 14:50:20.452,2017,7,12,14.0,50.0,20.452,1090220.452,2457947.11829,58.8037,6031.03,89.2989732705,1763.66472829
3606,07/12/2017 14:50:21.429,2017,7,12,14.0,50.0,21.429,1090221.429,2457947.1183,58.8649,6034.46,89.3944387901,1764.66776923
3607,07/12/2017 14:50:22.406,2017,7,12,14.0,50.0,22.406,1090222.406,2457947.11831,58.8885,6030.03,89.4312522911,1763.37229653
3608,07/12/2017 14:50:23.382,2017,7,12,14.0,50.0,23.382,1090223.382,2457947.11833,58.9028,6028.09,89.4535587768,1762.80497891
3609,07/12/2017 14:50:24.360,2017,7,12,14.0,50.0,24.36,1090224.36,2457947.11834,58.9251,6027.09,89.4883444155,1762.51254715
3610,07/12/2017 14:50:25.335,2017,7,12,14.0,50.0,25.335,1090225.335,2457947.11835,58.969,6028.75,89.5568237669,1762.99798387
3611,07/12/2017 14:50:26.312,2017,7,12,14.0,50.0,26.312,1090226.312,2457947.11836,58.9535,6025.1,89.5326454082,1761.93060794
3612,07/12/2017 14:50:27.289,2017,7,12,14.0,50.0,27.289,1090227.289,2457947.11837,58.977,6025.32,89.5693029198,1761.99494293
3613,07/12/2017 14:50:28.267,2017,7,12,14.0,50.0,28.267,1090228.267,2457947.11838,58.9943,6025.42,89.5962890879,1762.0241861
3614,07/12/2017 14:50:29.242,2017,7,12,14.0,50.0,29.242,1090229.242,2457947.11839,58.9546,6022.5,89.5343612917,1761.17028536
3615,07/12/2017 14:50:30.219,2017,7,12,14.0,50.0,30.219,1090230.219,2457947.11841,58.9969,6021.88,89.6003448126,1760.98897767
3616,07/12/2017 14:50:31.196,2017,7,12,14.0,50.0,31.196,1090231.196,2457947.11842,59.0174,6027.52,89.6323226418,1762.6382928
3617,07/12/2017 14:50:32.174,2017,7,12,14.0,50.0,32.174,1090232.174,2457947.11843,59.0346,6023.85,89.6591528205,1761.56506824
3618,07/12/2017 14:50:33.150,2017,7,12,14.0,50.0,33.15,1090233.15,2457947.11844,59.0035,6021.85,89.6106401137,1760.98020471
3619,07/12/2017 14:50:34.129,2017,7,12,14.0,50.0,34.129,1090234.129,2457947.11845,59.0499,6024.1,89.6830192004,1761.63817618
3620,07/12/2017 14:50:35.104,2017,7,12,14.0,50.0,35.104,1090235.104,2457947.11846,59.0356,6025.56,89.6607127146,1762.06512655
3621,07/12/2017 14:50:36.081,2017,7,12,14.0,50.0,36.081,1090236.081,2457947.11847,59.0234,6023.99,89.6416820065,1761.60600868
3622,07/12/2017 14:50:37.058,2017,7,12,14.0,50.0,37.058,1090237.058,2457947.11848,59.0191,6026.05,89.6349744618,1762.20841811
3623,07/12/2017 14:50:38.035,2017,7,12,14.0,50.0,38.035,1090238.035,2457947.1185,59.0946,6028.09,89.7527464671,1762.80497891
3624,07/12/2017 14:50:39.011,2017,7,12,14.0,50.0,39.011,1090239.011,2457947.11851,59.0657,6027.4,89.7076655273,1762.60320099
3625,07/12/2017 14:50:39.990,2017,7,12,14.0,50.0,39.99,1090239.99,2457947.11852,59.0669,6031.88,89.7095374003,1763.91329529
3626,07/12/2017 14:50:40.967,2017,7,12,14.0,50.0,40.967,1090240.967,2457947.11853,59.0716,6032.91,89.7168689026,1764.2145
3627,07/12/2017 14:50:41.944,2017,7,12,14.0,50.0,41.944,1090241.944,2457947.11854,59.1148,6036.91,89.7842563281,1765.38422705
3628,07/12/2017 14:50:42.919,2017,7,12,14.0,50.0,42.919,1090242.919,2457947.11855,59.0858,6034.91,89.7390193989,1764.79936352
3629,07/12/2017 14:50:43.896,2017,7,12,14.0,50.0,43.896,1090243.896,2457947.11856,59.1246,6034.54,89.7995432904,1764.69116377
3630,07/12/2017 14:50:44.873,2017,7,12,14.0,50.0,44.873,1090244.873,2457947.11857,59.1483,6037.42,89.8365127808,1765.53336725
3631,07/12/2017 14:50:45.850,2017,7,12,14.0,50.0,45.85,1090245.85,2457947.11859,59.1562,6033.28,89.8488359443,1764.32269975
3632,07/12/2017 14:50:46.827,2017,7,12,14.0,50.0,46.827,1090246.827,2457947.1186,59.1809,6035.31,89.8873653288,1764.91633623
3633,07/12/2017 14:50:47.803,2017,7,12,14.0,50.0,47.803,1090247.803,2457947.11861,59.2042,6035.41,89.9237108615,1764.9455794
3634,07/12/2017 14:50:48.781,2017,7,12,14.0,50.0,48.781,1090248.781,2457947.11862,59.2396,6033.07,89.978931113,1764.26128908
3635,07/12/2017 14:50:49.757,2017,7,12,14.0,50.0,49.757,1090249.757,2457947.11863,59.2484,6030.21,89.9926581812,1763.42493424
3636,07/12/2017 14:50:50.734,2017,7,12,14.0,50.0,50.734,1090250.734,2457947.11864,59.309,6035.44,90.0871877643,1764.95435236
3637,07/12/2017 14:50:51.712,2017,7,12,14.0,50.0,51.712,1090251.712,2457947.11865,59.3158,6031.68,90.0977950442,1763.85480893
3638,07/12/2017 14:50:52.690,2017,7,12,14.0,50.0,52.69,1090252.69,2457947.11867,59.2866,6029.14,90.0522461362,1763.11203226
3639,07/12/2017 14:50:53.666,2017,7,12,14.0,50.0,53.666,1090253.666,2457947.11868,59.3598,6031.94,90.166430385,1763.93084119
3640,07/12/2017 14:50:54.643,2017,7,12,14.0,50.0,54.643,1090254.643,2457947.11869,59.389,6027.61,90.2119792931,1762.66461166
3641,07/12/2017 14:50:55.619,2017,7,12,14.0,50.0,55.619,1090255.619,2457947.1187,59.3702,6021.02,90.1826532838,1760.73748635
3642,07/12/2017 14:50:56.595,2017,7,12,14.0,50.0,56.595,1090256.595,2457947.11871,59.4601,6015.89,90.3228877643,1759.23731141
3643,07/12/2017 14:50:57.573,2017,7,12,14.0,50.0,57.573,1090257.573,2457947.11872,59.5103,6013.12,90.4011944486,1758.42727543
3644,07/12/2017 14:50:58.551,2017,7,12,14.0,50.0,58.551,1090258.551,2457947.11873,59.494,6012.29,90.3757681746,1758.18455707
3645,07/12/2017 14:50:59.527,2017,7,12,14.0,50.0,59.527,1090259.527,2457947.11874,59.577,6007.22,90.5052393857,1756.70192804
3646,07/12/2017 14:51:00.504,2017,7,12,14.0,51.0,0.504,1090260.504,2457947.11876,59.6609,6005.78,90.6361145015,1756.2808263
3647,07/12/2017 14:51:01.482,2017,7,12,14.0,51.0,1.482,1090261.482,2457947.11877,59.7194,6003.89,90.7273683069,1755.72813027
3648,07/12/2017 14:51:02.458,2017,7,12,14.0,51.0,2.458,1090262.458,2457947.11878,59.717,6000.36,90.7236245611,1754.69584615
3649,07/12/2017 14:51:03.435,2017,7,12,14.0,51.0,3.435,1090263.435,2457947.11879,59.7683,5991.99,90.8036471289,1752.24819231
3650,07/12/2017 14:51:04.412,2017,7,12,14.0,51.0,4.412,1090264.412,2457947.1188,59.8315,5992.53,90.9022324367,1752.40610546
3651,07/12/2017 14:51:05.388,2017,7,12,14.0,51.0,5.388,1090265.388,2457947.11881,59.8365,5987.6,90.9100319072,1750.96441687
3652,07/12/2017 14:51:06.366,2017,7,12,14.0,51.0,6.366,1090266.366,2457947.11882,59.8675,5981.29,90.9583886246,1749.11917246
3653,07/12/2017 14:51:07.343,2017,7,12,14.0,51.0,7.343,1090267.343,2457947.11883,59.8885,5979.23,90.9911464009,1748.51676303
3654,07/12/2017 14:51:08.319,2017,7,12,14.0,51.0,8.319,1090268.319,2457947.11885,59.8955,5975.58,91.0020656597,1747.4493871
3655,07/12/2017 14:51:09.295,2017,7,12,14.0,51.0,9.295,1090269.295,2457947.11886,59.9268,5972.02,91.0508903453,1746.40833002
3656,07/12/2017 14:51:10.272,2017,7,12,14.0,51.0,10.272,1090270.272,2457947.11887,59.9275,5964.41,91.0519822712,1744.18292432
3657,07/12/2017 14:51:11.249,2017,7,12,14.0,51.0,11.249,1090271.249,2457947.11888,59.9281,5964.62,91.0529182077,1744.24433499
3658,07/12/2017 14:51:12.227,2017,7,12,14.0,51.0,12.227,1090272.227,2457947.11889,59.9696,5960.05,91.1176538132,1742.90792184
3659,07/12/2017 14:51:13.204,2017,7,12,14.0,51.0,13.204,1090273.204,2457947.1189,59.9648,5960.69,91.1101663215,1743.09507816
3660,07/12/2017 14:51:14.181,2017,7,12,14.0,51.0,14.181,1090274.181,2457947.11891,59.9433,5963.81,91.0766285981,1744.00746526
3661,07/12/2017 14:51:15.158,2017,7,12,14.0,51.0,15.158,1090275.158,2457947.11893,59.9809,5946.43,91.1352806167,1738.92500124
3662,07/12/2017 14:51:16.134,2017,7,12,14.0,51.0,16.134,1090276.134,2457947.11894,60.0174,5945.62,91.1922167517,1738.68813151
3663,07/12/2017 14:51:17.112,2017,7,12,14.0,51.0,17.112,1090277.112,2457947.11895,60.0706,5934.36,91.2752031183,1735.39534988
3664,07/12/2017 14:51:18.087,2017,7,12,14.0,51.0,18.087,1090278.087,2457947.11896,60.0655,5929.81,91.2672476584,1734.06478536
3665,07/12/2017 14:51:19.065,2017,7,12,14.0,51.0,19.065,1090279.065,2457947.11897,60.0361,5933.43,91.2213867715,1735.12338834
3666,07/12/2017 14:51:20.043,2017,7,12,14.0,51.0,20.043,1090280.043,2457947.11898,60.0885,5936.6,91.3031252229,1736.05039702
3667,07/12/2017 14:51:21.019,2017,7,12,14.0,51.0,21.019,1090281.019,2457947.11899,60.0985,5930.69,91.318724164,1734.32212531
3668,07/12/2017 14:51:21.995,2017,7,12,14.0,51.0,21.995,1090281.995,2457947.119,60.1506,5915.13,91.3999946471,1729.7718871
3669,07/12/2017 14:51:22.973,2017,7,12,14.0,51.0,22.973,1090282.973,2457947.11902,60.1361,5921.13,91.3773761825,1731.52647767
3670,07/12/2017 14:51:23.949,2017,7,12,14.0,51.0,23.949,1090283.949,2457947.11903,60.1585,5913.02,91.4123178106,1729.15485608
3671,07/12/2017 14:51:24.926,2017,7,12,14.0,51.0,24.926,1090284.926,2457947.11904,60.1987,5905.8,91.4750255538,1727.04349876
3672,07/12/2017 14:51:25.904,2017,7,12,14.0,51.0,25.904,1090285.904,2457947.11905,60.2165,5907.99,91.502791669,1727.68392432
3673,07/12/2017 14:51:26.880,2017,7,12,14.0,51.0,26.88,1090286.88,2457947.11906,60.2952,5897.41,91.6255553354,1724.58999628
3674,07/12/2017 14:51:27.857,2017,7,12,14.0,51.0,27.857,1090287.857,2457947.11907,60.2209,5907.61,91.509655203,1727.57280025
3675,07/12/2017 14:51:28.833,2017,7,12,14.0,51.0,28.833,1090288.833,2457947.11908,60.2425,5905.49,91.5433489158,1726.95284491
3676,07/12/2017 14:51:29.810,2017,7,12,14.0,51.0,29.81,1090289.81,2457947.1191,60.2388,5909.69,91.5375773076,1728.18105831
3677,07/12/2017 14:51:30.787,2017,7,12,14.0,51.0,30.787,1090290.787,2457947.11911,60.2107,5905.61,91.4937442831,1726.98793672
